target_location,target_name,BOOK,TOTAL_TONS,INCENDIARY_PERCENT,TARGET_SCORE,TONNAGE_SCORE,INCENDIARY_SCORE,AREA_BOMBING_SCORE,AREA_BOMBING_SCORE_NORMALIZED,CATEGORY,raid_id,AIR FORCE,DAY,MONTH,YEAR,TIME OF ATTACK,AVG_ALTITUDE,TOTAL_AIRCRAFT,Year
ULM,DEUTZ AFVMT WORKS,BOOK_1_MILITARYINDUSTRY,71.106,34.04213427840126,0,7.957313899010932,5.138210993649993,3.9,4.0,MILITARYINDUSTRY,26127,8.0,4.0,4.0,5.0,1032.0,241.25,54.0,1945
ULM,DEUTZ AFVMT WORKS,BOOK_1_MILITARYINDUSTRY,75.4,33.156498673740046,0,8.075655040777374,5.06960124557818,3.9,4.0,MILITARYINDUSTRY,26128,8.0,4.0,5.0,5.0,1037.0,233.5,23.0,1945
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,1200.5,29.69596001665972,0,9.970154433454798,4.821405944401064,4.4,4.5,TRANSPORTATION,26129,9.0,1.0,2.0,3.0,1137.0,216.54545454545453,323.9,1943
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,228.0,25.877192982456144,0,9.36283185840708,4.555214970470375,4.2,4.3,TRANSPORTATION,26130,9.0,1.0,3.0,3.0,1042.0,221.5,72.0,1943
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,30.0,33.33333333333333,0,6.531667534270346,5.083300538358647,3.5,3.6,TRANSPORTATION,26131,9.0,3.0,4.0,3.0,1042.0,236.0,10.0,1943
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,264.75,62.60623229461755,0,9.4679854242582,7.216172750537017,5.0,5.2,TRANSPORTATION,26132,9.0,4.0,4.0,3.0,1013.0,227.66666666666663,92.0,1943
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,42.0,33.33333333333333,0,7.1403782752038865,5.083300538358647,3.7,3.8,TRANSPORTATION,26133,9.0,4.0,4.0,4.0,1034.0,251.0,38.0,1944
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,38.5,50.64935064935064,0,7.008502516050667,6.424763753484913,4.0,4.1,TRANSPORTATION,26134,8.0,1.0,2.0,5.0,1108.0,243.0,13.0,1945
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,272.0,0.0,0,9.485337497830992,0.0,2.8,2.9,TRANSPORTATION,26135,8.0,22.0,2.0,5.0,1200.0,213.5,91.0,1945
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,115.0,49.56521739130435,0,8.755162241887906,6.3407764913204865,4.5,4.6,TRANSPORTATION,26136,8.0,25.0,2.0,5.0,1051.0,245.66666666666663,38.0,1945
ULM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,173.0,91.32947976878611,0,9.140031233732431,8.586382672713851,5.3,5.5,TRANSPORTATION,26137,9.0,4.0,3.0,5.0,958.0,236.0,14.0,1945
ULM,ORDINANCE DEPOT,BOOK_14_SUPPLY,647.2,21.322620519159457,0,9.862918618774945,4.237733943483429,4.2,4.3,SUPPLY,26138,8.0,10.0,9.0,4.0,1010.0,209.9375,309.0,1944
ULM,ORDINANCE DEPOT,BOOK_14_SUPPLY,25.0,0.0,0,6.226791601596391,0.0,1.9,2.0,SUPPLY,26139,8.0,10.0,10.0,4.0,1154.0,232.0,10.0,1944
ULM,ORDINANCE DEPOT,BOOK_14_SUPPLY,541.41,20.178792412404647,0,9.804615651570362,4.158002261760179,4.2,4.3,SUPPLY,26140,8.0,4.0,3.0,5.0,1024.0,242.8,571.0,1945
ULMEN,CITY AREA,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26142,8.0,13,1.0,5.0,,,1.0,1945
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,2.0,100.0,1,2.6979003990976924,10.0,7.8,8.0,INDUSTRIAL,26143,8.0,18.0,4.0,4.0,,,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26144,8.0,11.0,7.0,4.0,1254.0,240.0,2.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,66.66666666666666,1,3.692174214818671,7.409871163988805,7.3,7.5,INDUSTRIAL,26145,8.0,13.0,7.0,4.0,1530.0,240.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,5.58,0.0,1,4.6999826479264275,0.0,5.4,5.6,INDUSTRIAL,26146,8.0,19.0,7.0,4.0,1200.0,240.0,3.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,7.0,57.14285714285714,1,4.993232691306611,6.927812459157263,7.6,7.8,INDUSTRIAL,26147,8.0,7.0,7.0,4.0,1400.0,240.0,2.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,11.0,0.0,1,5.44039562727746,0.0,5.6,5.8,INDUSTRIAL,26148,8.0,13.0,8.0,4.0,900.0,240.0,3.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,11.0,72.72727272727273,1,5.44039562727746,7.698985497809023,7.9,8.1,INDUSTRIAL,26149,8.0,14.0,8.0,4.0,600.0,240.0,4.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,1.5,33.33333333333333,1,2.0834634738851294,5.083300538358647,6.2,6.4,INDUSTRIAL,26150,8.0,15.0,8.0,4.0,900.0,240.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26151,8.0,16.0,8.0,4.0,1530.0,240.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26152,8.0,19.0,8.0,4.0,1200.0,240.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,23.25,0.0,1,6.14263404476835,0.0,5.8,6.0,INDUSTRIAL,26153,8.0,24.0,8.0,4.0,1400.0,240.0,9.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL,26154,8.0,26.0,8.0,4.0,1200.0,240.0,2.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,25.0,0.0,1,6.226791601596391,0.0,5.9,6.1,INDUSTRIAL,26155,8.0,11.0,9.0,4.0,600.0,282.0,9.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,29.0,0.0,1,6.449245184799583,0.0,5.9,6.1,INDUSTRIAL,26156,8.0,12.0,9.0,4.0,1218.0,282.0,11.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL,26157,8.0,13.0,9.0,4.0,1800.0,282.0,2.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26158,8.0,14.0,9.0,4.0,1800.0,282.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26159,8.0,19.0,9.0,4.0,700.0,282.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26160,8.0,28.0,9.0,4.0,600.0,282.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,9.25,2.702702702702702,1,5.274336283185841,2.2736436287699293,6.3,6.5,INDUSTRIAL,26161,8.0,5.0,9.0,4.0,800.0,282.0,3.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL,26162,8.0,8.0,9.0,4.0,1434.0,282.0,2.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL,26163,8.0,13.0,10.0,4.0,600.0,282.0,2.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26164,8.0,20.0,10.0,4.0,1600.0,282.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,4.0,50.0,1,4.268783619642547,6.374458882917678,7.2,7.4,INDUSTRIAL,26165,8.0,22.0,10.0,4.0,1200.0,282.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,33.33333333333333,1,3.692174214818671,5.083300538358647,6.6,6.8,INDUSTRIAL,26166,8.0,28.0,10.0,4.0,200.0,285.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26167,8.0,30.0,10.0,4.0,900.0,282.0,1.0,1944
ULZEN,CITY AREA VED TARGET,BOOK_6_INDUSTRIAL__PART_4,22.0,0.0,1,6.073572791948639,0.0,5.8,6.0,INDUSTRIAL,26168,8.0,21.0,11.0,4.0,1135.0,285.0,9.0,1944
ULZEN,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26169,8.0,21.0,6.0,4.0,1400.0,121.0,1.0,1944
ULZEN,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,74.0,0.0,0,8.036265833767136,0.0,2.4,2.5,TRANSPORTATION,26170,8.0,21.0,2.0,5.0,1220.0,123.5,25.0,1945
ULZEN,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,105.0,0.0,0,8.631615478049627,0.0,2.6,2.7,TRANSPORTATION,26171,8.0,22.0,2.0,5.0,1220.0,120.0,35.0,1945
ULZEN,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,36.0,0.0,0,6.885476314419573,0.0,2.1,2.2,TRANSPORTATION,26172,8.0,23.0,2.0,5.0,1221.0,114.0,12.0,1945
ULZEN,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,20.0,0.0,0,5.975360055526635,0.0,1.8,1.9,TRANSPORTATION,26173,8.0,17.0,3.0,5.0,1305.0,200.0,9.0,1945
ULZEN,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_4,48.0,0.0,0,7.283359361443692,0.0,2.2,2.3,TRANSPORTATION,26174,8.0,7.0,4.0,5.0,1430.0,139.5,13.0,1945
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,21.0,0.0,1,6.031580773902482,0.0,5.8,6.0,INDUSTRIAL,26175,8.0,31.0,3.0,3.0,600.0,210.0,7.0,1943
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,30.0,0.0,1,6.531667534270346,0.0,6.0,6.2,INDUSTRIAL,26176,8.0,25.0,5.0,3.0,902.0,258.0,11.0,1943
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,82.0,1.2195121951219512,1,8.23008849557522,1.0259123690791143,6.8,7.0,INDUSTRIAL,26177,8.0,25.0,6.0,3.0,840.0,258.0,34.0,1943
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,107.0,0.0,1,8.660940482387646,0.0,6.6,6.8,INDUSTRIAL,26178,8.0,28.0,6.0,3.0,900.0,260.0,4.0,1943
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL,26179,8.0,24.0,2.0,4.0,930.0,170.0,3.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL,26180,8.0,25.0,2.0,4.0,930.0,150.0,2.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,4.0,50.0,1,4.268783619642547,6.374458882917678,7.2,7.4,INDUSTRIAL,26181,8.0,28.0,3.0,4.0,800.0,140.0,1.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL,26182,8.0,3.0,3.0,4.0,600.0,240.0,2.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,25.0,0.0,1,6.226791601596391,0.0,5.9,6.1,INDUSTRIAL,26183,8.0,31.0,3.0,4.0,1203.0,208.0,10.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,8.75,60.0,1,5.192434495922262,7.0918453967865664,7.7,7.9,INDUSTRIAL,26184,8.0,11.0,4.0,4.0,900.0,209.5,5.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,9.6,53.125,1,5.287870900572619,6.616551072522497,7.6,7.8,INDUSTRIAL,26185,8.0,13.0,4.0,4.0,1430.0,214.5,7.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,26.0,0.0,1,6.280583029672045,0.0,5.9,6.1,INDUSTRIAL,26186,8.0,15.0,4.0,4.0,1500.0,230.0,13.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,6.5,69.23076923076923,1,4.938573659552317,7.532188766758897,7.7,7.9,INDUSTRIAL,26187,8.0,18.0,4.0,4.0,1430.0,232.5,4.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL,26190,8.0,8.0,4.0,4.0,600.0,206.0,1.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,100.0,1,3.692174214818671,10.0,8.1,8.4,INDUSTRIAL,26191,8.0,24.0,5.0,4.0,830.0,258.0,2.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26192,8.0,25.0,5.0,4.0,900.0,258.0,4.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,25.0,0.0,1,6.226791601596391,0.0,5.9,6.1,INDUSTRIAL,26193,8.0,27.0,5.0,4.0,1300.0,258.0,8.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,82.0,29.268292682926827,1,8.23008849557522,4.791594965342886,7.9,8.1,INDUSTRIAL,26194,8.0,28.0,5.0,4.0,1330.0,257.0,24.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,7.65,60.7843137254902,1,5.065417317369426,7.129260192928006,7.7,7.9,INDUSTRIAL,26195,8.0,29.0,5.0,4.0,1500.0,258.0,2.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL,26196,8.0,30.0,5.0,4.0,1500.0,258.0,2.0,1944
ULZEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,7.0,28.57142857142857,1,4.993232691306611,4.743019355761154,6.9,7.1,INDUSTRIAL,26197,9.0,29.0,6.0,4.0,915.0,260.0,3.0,1944
UNIDENTIFIED TARGET,HERSFELD,BOOK_6_INDUSTRIAL__PART_3,13.0,0.0,1,5.60975186534791,0.0,5.7,5.9,INDUSTRIAL,26219,8.0,11.0,9.0,4.0,430.0,286.0,5.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,54.0,0.0,0,7.474058650008676,0.0,2.2,2.3,AIRFIELDS,26220,8.0,1.0,6.0,3.0,1200.0,230.0,30.0,1943
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,86.0,20.930232558139537,0,8.312163803574528,4.210382148370755,3.8,3.9,AIRFIELDS,26221,8.0,1.0,12.0,3.0,1224.0,154.5,44.0,1943
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,81.0,18.51851851851852,0,8.209439528023598,4.042271210128375,3.7,3.8,AIRFIELDS,26222,8.0,2.0,12.0,3.0,1223.0,140.0,17.0,1943
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,63.0,0.0,0,7.734339753600556,0.0,2.3,2.4,AIRFIELDS,26223,8.0,31.0,12.0,3.0,1211.0,150.0,21.0,1943
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,111.0,29.72972972972973,0,8.718202325177858,4.823759896011873,4.1,4.2,AIRFIELDS,26224,8.0,27.0,3.0,4.0,1514.0,212.0,26.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,90.0,0.0,0,8.372201978136388,0.0,2.5,2.6,AIRFIELDS,26225,8.0,28.0,3.0,4.0,1509.0,227.0,30.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,56.75,0.0,0,7.541037653999653,0.0,2.3,2.4,AIRFIELDS,26226,8.0,15.0,6.0,4.0,720.0,220.0,19.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,145.75,0.0,0,8.980912719069929,0.0,2.7,2.8,AIRFIELDS,26227,9.0,22.0,6.0,4.0,900.0,212.66666666666663,49.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,AIRFIELDS,26228,9.0,23.0,6.0,4.0,930.0,230.0,21.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,6.0,0.0,0,4.813291688356759,0.0,1.4,1.4,AIRFIELDS,26229,9.0,24.0,6.0,4.0,1000.0,230.0,15.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,35.5,0.0,0,6.837758112094395,0.0,2.1,2.2,AIRFIELDS,26230,9.0,11.0,8.0,4.0,1053.0,257.0,12.0,1944
UNKNOWN,AIR DROME,BOOK_10_AIRFIELDS__PART_1,130.0,0.0,0,8.877841402047546,0.0,2.7,2.8,AIRFIELDS,26231,9.0,12.0,8.0,4.0,1054.0,254.2,55.0,1944
UNKNOWN,AIRCRAFT COMPONENT WORKS,BOOK_7_AIRCRAFTPRODUCTION,60.0,0.0,0,7.646191219850772,0.0,2.3,2.4,AIRCRAFTPRODUCTION,26232,8.0,4.0,,2.0,1238.0,225.0,21.0,1942
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,AIRFIELDS,26233,8.0,13.0,6.0,4.0,,,2.0,1944
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,AIRFIELDS,26234,8.0,14.0,6.0,4.0,,,1.0,1944
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,AIRFIELDS,26235,8.0,15.0,6.0,4.0,,,1.0,1944
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,AIRFIELDS,26236,8.0,16.0,6.0,4.0,,,1.0,1944
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,23.0,0.0,0,6.121464515009544,0.0,1.8,1.9,AIRFIELDS,26237,8.0,19.0,6.0,4.0,,,1.0,1944
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,61.0,0.0,0,7.683671698768003,0.0,2.3,2.4,AIRFIELDS,26238,8.0,8.0,6.0,4.0,,,22.0,1944
UNKNOWN,AIRDROME,BOOK_10_AIRFIELDS__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,AIRFIELDS,26239,8.0,21.0,8.0,4.0,,,1.0,1944
UNKNOWN,BRIDGE,BOOK_11_TRANSPORTATION__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26244,15.0,10.0,10.0,4.0,,,1.0,1944
UNKNOWN,GP,BOOK_14_SUPPLY,90.0,0.0,0,8.372201978136388,0.0,2.5,2.6,SUPPLY,26245,15.0,17.0,2.0,4.0,122.0,210.0,33.0,1944
UNKNOWN,HIGHWAY JUNCTION,BOOK_11_TRANSPORTATION__PART_4,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26246,8.0,2.0,8.0,4.0,,300.0,1.0,1944
UNKNOWN,HIGHWAY JUNCTION,BOOK_11_TRANSPORTATION__PART_4,100.0,0.0,0,8.52628839146278,0.0,2.6,2.7,TRANSPORTATION,26247,8.0,3.0,8.0,4.0,,300.0,1.0,1944
UNKNOWN,KLOSTER NEWBERG,BOOK_15_TACTICAL,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,TACTICAL,26248,15.0,,2.0,5.0,1251.0,270.0,2.0,1945
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,26249,15.0,9.0,6.0,4.0,,,2.0,1944
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26250,8.0,,6.0,4.0,,,1.0,1944
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,26251,8.0,,6.0,4.0,,,1.0,1944
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,5.0,0.0,0,4.5779975707097,0.0,1.4,1.4,TRANSPORTATION,26252,8.0,,6.0,4.0,,,4.0,1944
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,5.0,0.0,0,4.5779975707097,0.0,1.4,1.4,TRANSPORTATION,26253,8.0,,6.0,4.0,,,4.0,1944
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,12.0,0.0,0,5.527676557348603,0.0,1.7,1.8,TRANSPORTATION,26254,8.0,,6.0,4.0,,,5.0,1944
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,12.0,8.333333333333332,0,5.527676557348603,3.332302694158322,2.7,2.8,TRANSPORTATION,26255,8.0,,2.0,5.0,,,9.0,1945
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,11.0,90.9090909090909,0,5.44039562727746,8.566328499269675,4.2,4.3,TRANSPORTATION,26256,8.0,,2.0,5.0,,,1.0,1945
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,7.0,100.0,0,4.993232691306611,10.0,4.5,4.6,TRANSPORTATION,26257,8.0,,2.0,5.0,,,10.0,1945
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,8.75,14.285714285714285,0,5.192434495922262,3.7472193593356247,2.7,2.8,TRANSPORTATION,26258,8.0,,2.0,5.0,,,10.0,1945
UNKNOWN,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_4,0.912,100.0,0,0.8740239458615305,10.0,3.3,3.4,TRANSPORTATION,26259,8.0,,2.0,5.0,,,17.0,1945
UNKNOWN,MF G INSTALLATIONS,BOOK_6_INDUSTRIAL__PART_4,6.25,0.0,1,4.919312857886517,0.0,5.5,5.7,INDUSTRIAL,26260,8.0,11.0,3.0,4.0,1800.0,210.0,25.0,1944
UNKNOWN,MF G INSTALLATIONS,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,26261,8.0,3.0,3.0,4.0,930.0,210.0,25.0,1944
UNKNOWN,MF G INSTALLATIONS,BOOK_6_INDUSTRIAL__PART_4,75.0,0.0,1,8.059864653826132,0.0,6.4,6.6,INDUSTRIAL,26262,8.0,9.0,3.0,4.0,1413.0,210.0,25.0,1944
UNKNOWN,Marshalling Yards,BOOK_11_TRANSPORTATION__PART_4,29.0,0.0,0,6.449245184799583,0.0,1.9,2.0,TRANSPORTATION,26263,15.0,3.0,7.0,4.0,1340.0,215.0,13.0,1944
UNKNOWN,Marshalling Yards,BOOK_11_TRANSPORTATION__PART_4,8.0,0.0,0,5.11677945514489,0.0,1.5,1.5,TRANSPORTATION,26264,15.0,21.0,2.0,5.0,1345.0,215.0,13.0,1945
UNKNOWN,Marshalling Yards,BOOK_11_TRANSPORTATION__PART_4,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26265,15.0,22.0,2.0,5.0,1315.0,215.0,1.0,1945
UNKNOWN,ORDINANCE DEPOT,BOOK_14_SUPPLY,167.0,21.55688622754491,0,9.10827693909422,4.254063668893529,4.0,4.1,SUPPLY,26266,8.0,19.0,9.0,4.0,1349.0,251.0,58.0,1944
UNKNOWN,R R BRIDGE,BOOK_11_TRANSPORTATION__PART_4,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,TRANSPORTATION,26267,8.0,12.0,6.0,4.0,,,10.0,1944
UNKNOWN,R R BRIDGE,BOOK_11_TRANSPORTATION__PART_4,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,26268,8.0,17.0,7.0,4.0,,,1.0,1944
UNKNOWN,R R BRIDGE,BOOK_11_TRANSPORTATION__PART_4,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26269,8.0,19.0,8.0,4.0,,,1.0,1944
UNKNOWN,ROAD JUNCTION,BOOK_11_TRANSPORTATION__PART_4,11.4,0.0,0,5.473191046330036,0.0,1.6,1.6,TRANSPORTATION,26270,8.0,6.0,6.0,4.0,,300.0,6.0,1944
UNKNOWN,ROAD JUNCTION,BOOK_11_TRANSPORTATION__PART_4,6.0,50.0,0,4.813291688356759,6.374458882917678,3.4,3.5,TRANSPORTATION,26271,8.0,21.0,7.0,4.0,,300.0,2.0,1944
UNKNOWN,ROAD JUNCTION,BOOK_11_TRANSPORTATION__PART_4,6.0,50.0,0,4.813291688356759,6.374458882917678,3.4,3.5,TRANSPORTATION,26272,8.0,22.0,7.0,4.0,,300.0,2.0,1944
UNKNOWN,ROAD JUNCTION,BOOK_11_TRANSPORTATION__PART_4,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,TRANSPORTATION,26273,8.0,26.0,8.0,4.0,,300.0,2.0,1944
UNKNOWN,ROUNDHOUSE,BOOK_11_TRANSPORTATION__PART_4,40.0,0.0,0,7.079125455491932,0.0,2.1,2.2,TRANSPORTATION,26274,15.0,26.0,6.0,4.0,950.0,218.0,26.0,1944
